transport_,new_source,new_destination
iterator_v2: 1499,vertica_writer.analytics.order_base,vertica_writer.analytics.order_partner_percent_commission
iterator_v2: 965,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.upsell_ota
iterator_v2: 1283,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.session_multichannel_v4
iterator_v2: 757,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.booking_channels_v7
iterator_v2: 1341,vertica_writer.ostrota.fidelity_fidelitypromise,vertica_writer.dm_maker_sandbox.yandex_direct_fnbc
iterator_v2: 193,vertica_writer.mailota.mail_mailhookopened,vertica_writer.dm_maker_sandbox.mailota
iterator_v2: 1186,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.discrepancy_tool_v5
iterator_v2: 1146,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v2
iterator_v2: 1081,vertica_writer.weblogs2.hc_event,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v5
iterator_v2: 1359,vertica_writer.dm_maker_sandbox.direct_acquisition_prioritization_snapshot_v4,vertica_writer.dm_maker_sandbox.stat_crm_hotel_priority_data_v3
iterator_v2: 1499,vertica_writer.partners.partners_contract,vertica_writer.analytics.order_partner_percent_commission
iterator_v2: 156,vertica_writer.partners.order_metaorder,vertica_writer.actualize.order_metaorder_item
iterator_v2: 320,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.estimated_cpa
iterator_v2: 962,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.tpp_feed_status_v11
iterator_v2: 1152,vertica_writer.hotcore.bar_rates,vertica_writer.dm_maker_sandbox.bar_prices2
iterator_v2: 1548,vertica_writer.partners.order_metaorder,vertica_writer.analytics.market_dashboard_source
iterator_v2: 1464,vertica_writer.diadmin.tpp_financialterm,vertica_writer.dm_maker_sandbox.tpp_balance_order_base
iterator_v2: 625,vertica_writer.analytics.otahotel,vertica_writer.analytics.cost_cpc
iterator_v2: 1012,vertica_writer.partners.partners_contract,vertica_writer.analytics.cost_marketing
iterator_v2: 1101,vertica_writer.ostrota.fidelity_fidelitysegmentaccount_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1023,vertica_writer.extranet.availability,vertica_writer.dm_maker_sandbox.extranet_availability_metric_v2
iterator_v2: 1200,vertica_writer.public.booking_cancellation,vertica_writer.analytics.cost_processing_partner_modifier
iterator_v2: 833,vertica_writer.static_gis2.gis_region,vertica_writer.dm_maker_sandbox.region_v2
iterator_v2: 1376,vertica_writer.public.region,vertica_writer.dm_maker_sandbox.attribution_proportion_smearing_test
iterator_v2: 510,vertica_writer.content.content_snapshot,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 751,vertica_writer.analytics.cost_cpa,vertica_writer.dm_maker_sandbox.session_multichannel
iterator_v2: 1623,vertica_writer.extranet.hotels_hotel,vertica_writer.dm_maker_sandbox.test_ext_common_path
iterator_v2: 1488,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_product_conversion_test1
iterator_v2: 700,vertica_writer.dm_maker_sandbox.projection_columns,vertica_writer.dm_maker_sandbox.projection_columns
iterator_v2: 760,vertica_writer.asterisk.cdr_channels,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 466,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.monitoring_visa_booking
iterator_v2: 1281,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.blog_article_economics_v6
iterator_v2: 1189,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.discrepancy_tool_v7
iterator_v2: 1265,vertica_writer.static.brand_name,vertica_writer.analytics.cost_marketing
iterator_v2: 32,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.kpis_cpc_costs
iterator_v2: 1097,vertica_writer.static.geo_info,vertica_writer.dm_maker_sandbox.sales_structure_v111
iterator_v2: 826,vertica_writer.analytics.agent_team_history,vertica_writer.dm_maker_sandbox.ops_costs_extra_services_action_log
iterator_v2: 1531,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.sort_positions_by_hotel_v2
iterator_v2: 1652,vertica_writer.diadmin.core_geo,vertica_writer.dm_maker_sandbox.extranet_inventory_data_v1
iterator_v2: 707,vertica_writer.analytics.currency_history,vertica_writer.analytics.order_rebook
iterator_v2: 576,vertica_writer.dm_maker_sandbox.session_channel_level,vertica_writer.dm_maker_sandbox.booking_channels_v2
iterator_v2: 1533,vertica_writer.analytics.hotel,vertica_writer.dm_maker_sandbox.extranet_inventory_data
iterator_v2: 412,vertica_writer.metasearch.tripadvisor_cpa_markets,vertica_writer.analytics.meta_costs
iterator_v2: 1519,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1602,vertica_writer.weblogs2.sessions_tags_v2,vertica_writer.attribution.sessions_overwrite_domain
iterator_v2: 1142,vertica_writer.partners.railway_passengeramount_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 848,vertica_writer.rnd.partners_pricing_contract_to_group_map,vertica_writer.dm_maker_sandbox.partners_pricing_priors_v1
iterator_v2: 701,vertica_writer.google_spreadsheet.ws_actual_payments_transfer_to_deposits,vertica_writer.dm_maker_sandbox.tpp_payments
iterator_v2: 244,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.booking_channels_not_paid_locale_normal
iterator_v2: 562,vertica_writer.analytics.region,vertica_writer.dm_maker_sandbox.matching_dashboard_data_562
iterator_v2: 587,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.hit_funnel_bot
iterator_v2: 1647,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.order_vat
iterator_v2: 237,vertica_writer.weblogs2.sessions_sem_parsed_from,vertica_writer.dm_maker_sandbox.sem_type_v2
iterator_v2: 1018,vertica_writer.analytics.region,vertica_writer.dm_maker_sandbox.sales_structure_v100
iterator_v2: 1528,vertica_writer.analytics.b2b_partner_portrait,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1102,vertica_writer.partners.b2b_b2bsalesregion,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1113,vertica_writer.ostrota.auth_user,vertica_writer.dm_maker_sandbox.order_test_3
iterator_v2: 772,vertica_writer.partners.partners_partner,vertica_writer.analytics.cost_processing_partner_modifier
iterator_v2: 1406,vertica_writer.content.content_snapshot_history,vertica_writer.dm_maker_sandbox.provider_hotel_first_match
iterator_v2: 1111,vertica_writer.dm_maker_sandbox.order_test_1,vertica_writer.dm_maker_sandbox.order_test_1
iterator_v2: 454,vertica_writer.hotcore.bar_rates,vertica_writer.dm_maker_sandbox.bar_coverage
iterator_v2: 1267,vertica_writer.analytics.dc_requests_completed,vertica_writer.dm_maker_sandbox.dc_query_requests
iterator_v2: 774,vertica_writer.static.supplier_override_pricing_fact,vertica_writer.dm_maker_sandbox.order_extra_profit_override
iterator_v2: 612,vertica_writer.actualize.public_session_v2_20200310,vertica_writer.dm_maker_sandbox.booking_channels_v5
iterator_v2: 194,vertica_writer.mailota.mail_mailhookopened,vertica_writer.analytics.mail_history
iterator_v2: 1461,vertica_writer.partners.partners_tipsrule,vertica_writer.dm_maker_sandbox.override_price_modificator
iterator_v2: 893,vertica_writer.analytics.order_pos,vertica_writer.dm_maker_sandbox.order_session_v_last_hit_id
iterator_v1: 9,vertica_writer.analytics.currency_history,vertica_writer.analytics.metarate_comparison
iterator_v2: 770,vertica_writer.payota.payment_log,vertica_writer.dm_maker_sandbox.payota_data_v3
iterator_v2: 617,vertica_writer.public.booking,vertica_writer.rnd.fnb_cancellation_model_within_48_hour
iterator_v2: 1137,vertica_writer.content.suppliers_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1627,vertica_writer.hotcore.hotconf_supplier_feed,vertica_writer.analytics.supplier_feed_group_integration
iterator_v2: 1394,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.session_multichannel_v7
iterator_v2: 903,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.extranet_availability_metric
iterator_v2: 843,vertica_writer.hotcore.request_source,vertica_writer.dm_maker_sandbox.b2b_api_hotel_page_request
iterator_v1: 123,vertica_writer.analytics.sessions,vertica_writer.fortemp.cpc_cost
iterator_v2: 1111,vertica_writer.ostrota.orders_orderitem,vertica_writer.dm_maker_sandbox.order_test_1
iterator_v2: 466,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.monitoring_visa_booking
iterator_v2: 92,vertica_writer.ostrota.orders_orderitem,vertica_writer.analytics_sandbox.failed_orderitem_20190411
iterator_v2: 280,vertica_writer.content.content_otahotel,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1453,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.session_channel
iterator_v2: 1224,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 1492,vertica_writer.hotcore.hotel_bans_feeds_group,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1254,vertica_writer.analytics.attribution_order_hotel_channels,vertica_writer.dm_maker_sandbox.blog_article_economics_v3
iterator_v2: 80,vertica_writer.analytics.sessions,vertica_writer.fortemp.branch_postback
iterator_v2: 1341,vertica_writer.public.booking_cancellation,vertica_writer.dm_maker_sandbox.yandex_direct_fnbc
iterator_v2: 1279,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v2
iterator_v2: 285,vertica_writer.metasearch.tripadvisor_cpa_markets,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 1042,vertica_writer.hotcore.request_otahotel,vertica_writer.dm_maker_sandbox.extranet_availability_metric_serp
iterator_v2: 1147,vertica_writer.partners.partners_partner_segmentation_data,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v2
iterator_v2: 561,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.matching_dashboard_data
iterator_v2: 1408,vertica_writer.analytics.hit_funnel,vertica_writer.analytics.order_session_attribute
iterator_v2: 1257,vertica_writer.analytics.rebook,vertica_writer.dm_maker_sandbox.session_multichannel_v3
iterator_v2: 373,vertica_writer.metasearch.reports_tripadvisor_pixel_conversions,vertica_writer.dm_maker_sandbox.metasearch_cost
iterator_v2: 372,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.facebook_cost_per_session_new_v1
iterator_v2: 691,vertica_writer.static.smearing_channels_excluded,vertica_writer.actualize.order_smearing_proportion_day
iterator_v2: 311,vertica_writer.attribution.sessions_overwrite,vertica_writer.dm_maker_sandbox.booking_channels_normal
iterator_v2: 690,vertica_writer.public.booking_cancellation,vertica_writer.actualize.order_smearing_proportion_day
iterator_v2: 1399,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.kpis_revenue_multichannel_v1
iterator_v2: 170,vertica_writer.mobile.mytarget_campaign_reports,vertica_writer.dm_maker_sandbox.mytarget_cost_per_session
iterator_v2: 587,vertica_writer.logs.dzen_access_json,vertica_writer.analytics.hit_funnel_bot
iterator_v2: 892,vertica_writer.analytics.order_pos,vertica_writer.dm_maker_sandbox.order_session
iterator_v2: 552,vertica_writer.google_spreadsheet.ws_actual_payments_transfer_to_deposits,vertica_writer.dm_maker_sandbox.tpp_payments
iterator_v2: 1178,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.discrepancy_tool_v3
iterator_v2: 1022,vertica_writer.dm_maker_sandbox.hotel_availability,vertica_writer.dm_maker_sandbox.hotel_availability_aggregated
iterator_v2: 501,vertica_writer.dm_maker_sandbox.potential_visa_metrics,vertica_writer.analytics.visa_suspicious_orders
iterator_v2: 1472,vertica_writer.crm.chats_chatdepartment,vertica_writer.dm_maker_sandbox.opscost_front_chats
iterator_v2: 841,vertica_writer.actualize.payment_b2b,vertica_writer.dm_maker_sandbox.order_payota
iterator_v2: 1232,vertica_writer.ostrota.fidelity_fidelityaccount,vertica_writer.dm_maker_sandbox.session_multichannel_v2
iterator_v2: 621,vertica_writer.content.otahotel_content,vertica_writer.dm_maker_sandbox.cost_cpc
iterator_v2: 1254,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.blog_article_economics_v3
iterator_v2: 1202,vertica_writer.actualize.booking_channels_smearing,vertica_writer.dm_maker_sandbox.booking_channels_smearing
iterator_v2: 1441,vertica_writer.partners.order_carorderitem,vertica_writer.dm_maker_sandbox.b2b_account_manager_desktop_v3
iterator_v2: 229,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.affota_order
iterator_v2: 1220,vertica_writer.crm.leads_leadscore,vertica_writer.dm_maker_sandbox.lead_ranking
iterator_v2: 1155,vertica_writer.partners.order_metaorder,vertica_writer.dm_maker_sandbox.b2b_api_platform_costs
iterator_v2: 634,vertica_writer.analytics.product_sessions,vertica_writer.analytics.attribution_order_hotel_channels
iterator_v2: 1437,vertica_writer.public.booking_cancellation,vertica_writer.analytics.kpis_revenue_multichannel
iterator_v2: 1103,vertica_writer.avia.avia_add_service_amount_history,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1420,vertica_writer.ostrota.fidelity_fidelitytransaction,vertica_writer.dm_maker_sandbox.order_descriptive_attributes_v12
iterator_v2: 1421,vertica_writer.analytics.extranet_availability,vertica_writer.analytics.stat_crm_hotel_priority_data
iterator_v2: 983,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v2
iterator_v2: 1138,vertica_writer.dadmin.reports_commonpixellog,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1114,vertica_writer.static.office_ips,vertica_writer.dm_maker_sandbox.order_test_4
iterator_v2: 559,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.sessions_adunits
iterator_v2: 1165,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.order_extra_profit_override_v6
iterator_v2: 1520,vertica_writer.crm.profile_userconfig,vertica_writer.dm_maker_sandbox.opscost_attribution_actions
iterator_v2: 1145,vertica_writer.partners.partners_contract,vertica_writer.dm_maker_sandbox.b2b_product_monitoring_tool_v2
iterator_v2: 540,vertica_writer.analytics.currency_converter,vertica_writer.dm_maker_sandbox.comparison_sessions
iterator_v2: 242,vertica_writer.analytics.sessions,vertica_writer.dm_maker_sandbox.booking_channels_smeared
iterator_v2: 1237,vertica_writer.partners.b2b_b2bpartnershiprequest,vertica_writer.dm_maker_sandbox.b2b_registration_form_channel_v12
iterator_v2: 1114,vertica_writer.ostrota.orders_order,vertica_writer.dm_maker_sandbox.order_test_4
iterator_v1: 69,vertica_writer.ostrota.monitoring_errorcode,vertica_writer.analytics.orderitem_orderlog_error
iterator_v2: 1613,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.serp_df
iterator_v2: 780,vertica_writer.ostrota.orders_order,vertica_writer.dm_maker_sandbox.order_session
iterator_v2: 1423,vertica_writer.ostrota.auth_user_history,vertica_writer.analytics.order_descriptive_attribute
iterator_v1: 105,vertica_writer.analytics.sessions,vertica_writer.media.sessions_intentmedia
iterator_v2: 1456,vertica_writer.extranet.hotels_roomallotmentplan,vertica_writer.dm_maker_sandbox.extranet_rates_data_aggregated_snapshot_v4
iterator_v2: 873,vertica_writer.hotcore.source_tags_parsed,vertica_writer.dm_maker_sandbox.b2b_api_hotel_page_request_v4
iterator_v2: 910,vertica_writer.analytics.b2b_booking,vertica_writer.dm_maker_sandbox.b2b_kind_self_calculations
iterator_v2: 1165,vertica_writer.static.supplier,vertica_writer.dm_maker_sandbox.order_extra_profit_override_v6
iterator_v2: 223,vertica_writer.ppc.yandex_banner,vertica_writer.dm_maker_sandbox.sem_type_v1
iterator_v2: 91,vertica_writer.public.booking,vertica_writer.analytics.orderitem
iterator_v2: 50,vertica_writer.dimensions.session_channel,vertica_writer.dimensions.session_channel
iterator_v2: 1183,vertica_writer.analytics.currency_history,vertica_writer.dm_maker_sandbox.discrepancy_tool_v4
iterator_v2: 1621,vertica_writer.analytics.otahotel,vertica_writer.dm_maker_sandbox.serp_df_v2
iterator_v2: 1191,vertica_writer.analytics.hit_funnel,vertica_writer.dm_maker_sandbox.b2b_product_conversion_v1
iterator_v2: 736,vertica_writer.static_gis2.gis_region,vertica_writer.dm_maker_sandbox.new_visa_suspicious
iterator_v2: 1490,vertica_writer.hotcore.hotel_bans,vertica_writer.dm_maker_sandbox.reprice_competitor_feeds
iterator_v2: 1019,vertica_writer.payota.payment,vertica_writer.analytics.order_payment_b2c
iterator_v2: 1100,vertica_writer.analytics.cancellation_model,vertica_writer.dm_maker_sandbox.historical_data_completeness
iterator_v2: 1574,vertica_writer.static.booking_channel_source,vertica_writer.dm_maker_sandbox.attribution_order_hotel_channels
iterator_v2: 1285,vertica_writer.public.booking,vertica_writer.dm_maker_sandbox.supplier_feed_status_v1
